date,year,title,simple_title,artist,main_artist,peak_pos,last_pos,weeks,rank,change,spotify_link,spotify_id,video_link,all_genre,main_genre,broad_genre,album,album_uri,num_songs_on_album,album_type,release_date
12/31/17,2017,...Ready For It?,...ready for it?,taylor swift,taylor swift,4,59,17,61,-2,spotify:track:2yLa0QULdQr0qAIvVwN6B5,2yLa0QULdQr0qAIvVwN6B5,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,reputation,spotify:album:6DEjYFkNZh67HP7R9PSZvv,15,album,11/10/17
12/31/17,2017,1-800-273-8255,1-800-273-8255,logic,logic,3,34,35,34,0,spotify:track:5tz69p7tJuGPeMGwNTxYuV,5tz69p7tJuGPeMGwNTxYuV,,"[u'pop rap', u'rap']",[u'rap'],rap,Everybody,spotify:album:1HiN2YXZcc3EjmVZ4WjfBk,13,album,5/5/17
12/31/17,2017,A Holly Jolly Christmas,a holly jolly christmas,burl ives,burl ives,38,38,5,46,-8,spotify:track:33BcB8XVwJU4qB7bDSkVya,33BcB8XVwJU4qB7bDSkVya,,[u'christmas'],[u'christmas'],unknown,Christmas Number 1's,spotify:album:4UvvfXA7W1IHzBaUCaRj2k,17,compilation,1/1/07
12/31/17,2017,All I Want For Christmas Is You,all i want for christmas is you,mariah carey,mariah carey,9,9,24,13,-4,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0bYg9bo50gSsH3LtXe2SQn,,"[u'dance pop', u'hip pop', u'pop', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,Merry Christmas,spotify:album:61ulfFSmmxMhc2wCdmdMkN,10,album,1994
12/31/17,2017,Attention,attention,charlie puth,charlie puth,5,44,36,39,5,spotify:track:4iLqG9SeJSnt0cSPICSjxv,4iLqG9SeJSnt0cSPICSjxv,,"[u'macedonian folk', u'pop', u'post-teen pop', u'viral pop']",[u'viral pop'],rock,Voicenotes,spotify:album:0mZIUXje90JtHxPNzWsJNR,13,album,5/11/18
12/31/17,2017,Bad At Love,bad at love,halsey,halsey,8,10,17,9,1,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,7y9iMe8SOB6z3NoHE2OfXl,,"[u'dance pop', u'etherpop', u'indie poptimism', u'pop', u'post-teen pop']",[u'post-teen pop'],rock,hopeless fountain kingdom (Deluxe),spotify:album:7GjG91tyHQNGEHzKJaqOi0,16,album,6/2/17
12/31/17,2017,Bank Account,bank account,21 savage,21 savage,12,35,25,28,7,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,2fQrGHiQOvpL9UgPvtYy6G,,"[u'pop', u'rap', u'trap music']",[u'trap music'],rap,Issa Album,spotify:album:4QUNWTw2FsIz722xjUjFJw,14,album,9/23/17
12/31/17,2017,Bartier Cardi,bartier cardi,cardi b,cardi b,14,0,1,14,Hot Shot Debut,spotify:track:0dIoGTQXDh1wVnhIiSyYEa,0dIoGTQXDh1wVnhIiSyYEa,,[u'pop'],[u'pop'],pop,Invasion of Privacy,spotify:album:4KdtEKjY3Gi0mKiSdy96ML,13,album,4/6/18
12/31/17,2017,Believer,believer,imagine dragons,imagine dragons,4,40,47,25,15,spotify:track:5VKSZDsidOFHrtlJb33Syo,5VKSZDsidOFHrtlJb33Syo,,"[u'modern rock', u'vegas indie']",[u'vegas indie'],rock,Evolve,spotify:album:2iU0cUGlqNhNAPqoY54fMC,12,album,6/23/17
12/31/17,2017,Betrayed,betrayed,lil xan,lil,67,77,7,75,2,spotify:track:6NWl2m8asvH83xjuXVNsuG,6NWl2m8asvH83xjuXVNsuG,,"[u'pop', u'rap', u'trap music']",[u'trap music'],rap,Betrayed,spotify:album:1pA5jOBPSyCLPBRUU3Io6Y,1,single,10/19/17
12/31/17,2017,Black & Chinese,black & chinese,huncho jack,huncho jack,71,0,1,71,New,spotify:track:628Ueb4sRiXApObhcU9iPU,628Ueb4sRiXApObhcU9iPU,,"[u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'vapor trap']",[u'vapor trap'],rap,"Huncho Jack, Jack Huncho",spotify:album:6FED8aeieEnUWwQqAO9zT1,13,album,12/21/17
12/31/17,2017,Bodak Yellow (Money Moves),bodak yellow,cardi b,cardi b,1,12,26,10,2,spotify:track:6KBYefIoo7KydImq1uUQlL,6KBYefIoo7KydImq1uUQlL,,[u'pop'],[u'pop'],pop,Invasion of Privacy,spotify:album:4KdtEKjY3Gi0mKiSdy96ML,13,album,4/6/18
12/31/17,2017,Candy Paint,candy paint,post malone,post malone,50,58,10,50,8,spotify:track:42CeaId2XNlxugDvyqHfDf,42CeaId2XNlxugDvyqHfDf,,"[u'pop', u'rap']",[u'rap'],rap,beerbongs & bentleys,spotify:album:6trNtQUgC8cgbWcqoMYkOR,18,album,4/27/18
12/31/17,2017,Codeine Dreaming,codeine dreaming,kodak black,kodak black,52,64,5,70,-6,spotify:track:4DTpngLjoHj5gFxEZFeD3J,4DTpngLjoHj5gFxEZFeD3J,,"[u'pop', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,Project Baby 2: All Grown Up (Deluxe),spotify:album:0D2kFxAO1YPAuxAtP23g0p,19,album,11/24/17
12/31/17,2017,Despacito,despacito,luis fonsi,luis fonsi,1,36,50,30,6,spotify:track:6rPO02ozF3bM7NnOV4h6s2,6rPO02ozF3bM7NnOV4h6s2,,"[u'latin', u'latin pop']",[u'latin pop'],pop,Despacito Feat. Justin Bieber (Remix),spotify:album:3Gq2Dme9nesdgoqNNlcN8O,1,single,4/17/17
12/31/17,2017,Dubai Shit,dubai shit,huncho jack,huncho jack,83,0,1,83,New,spotify:track:6urLjX35oXXRYtcH1b3dCh,6urLjX35oXXRYtcH1b3dCh,,"[u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'vapor trap']",[u'vapor trap'],rap,"Huncho Jack, Jack Huncho",spotify:album:6FED8aeieEnUWwQqAO9zT1,13,album,12/21/17
12/31/17,2017,Dusk Till Dawn,dusk till dawn,zayn,zayn,44,88,16,99,-11,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,1j4kHkkpqZRBwE0A4CN4Yv,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop'],pop,Dusk Till Dawn (Radio Edit),spotify:album:5l5gR4rh26QI3fijGFTDrp,1,single,9/7/17
12/31/17,2017,Echame La Culpa,echame la culpa,luis fonsi,luis fonsi,47,75,6,74,1,spotify:track:2hl6q70unbviGo3g1R7uFx,2hl6q70unbviGo3g1R7uFx,,"[u'latin', u'latin pop']",[u'latin pop'],pop,Ã‰chame La Culpa,spotify:album:2Tt0EzXpempSOIHFXVX42v,1,single,11/17/17
1/26/02,2002,What Am I Gonna Do,what am i gonna do,tyrese,tyrese,71,94,18,100,-6,https://embed.spotify.com/?uri=spotify:track:7FFQsnjzumC6eyCXRFPQ2f,7FFQsnjzumC6eyCXRFPQ2f,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV80300023,"[u'dance pop', u'dirty south rap', u'hip hop', u'hip pop', u'neo soul', u'new jack swing', u'pop rap', u'quiet storm', u'r&b', u'southern hip hop', u'urban contemporary']",[u'urban contemporary'],r&b,2000 Watts,spotify:album:530wst7qkLIEeDYkOJXWzZ,15,album,10/29/01
1/26/02,2002,Burn,burn,mobb deep,mobb deep,99,99,2,99,0,https://embed.spotify.com/?uri=spotify:track:20ccLIFUpfzgX5kSbDakH4,20ccLIFUpfzgX5kSbDakH4,,"[u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Infamy,spotify:album:2hSnMHuLYfpp8hvdpZRjAk,16,album,12/11/01
1/19/02,2002,Lifetime,lifetime,maxwell,maxwell,22,60,20,60,0,https://embed.spotify.com/?uri=spotify:track:0tXq1ob3ysGZN2oK1abtyp,0tXq1ob3ysGZN2oK1abtyp,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM20400143,"[u'neo soul', u'quiet storm', u'urban contemporary']",[u'urban contemporary'],r&b,Now,spotify:album:3Ul8Nyuzr2AEwE8iSrQepC,11,album,8/21/01
1/19/02,2002,You Rock My World,you rock my world,michael jackson,michael jackson,10,91,20,92,-1,https://embed.spotify.com/?uri=spotify:track:1XDtOKKCOGcBKtDlzjBkks,1XDtOKKCOGcBKtDlzjBkks,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSM20200057,"[u'dance pop', u'pop']",[u'pop'],pop,Invincible,spotify:album:52E4RP7XDzalpIrOgSTgiQ,16,album,10/29/01
1/19/02,2002,God Bless The USA,god bless the usa,lee greenwood,lee greenwood,16,94,17,96,-2,https://embed.spotify.com/?uri=spotify:track:623lYBOJ7bLwh1bu3yeN5V,623lYBOJ7bLwh1bu3yeN5V,,"[u'country', u'nashville sound', u'traditional country']",[u'traditional country'],country,American Patriot,spotify:album:5YeR8Om8eLONq8C8pluHn7,10,album,4/13/92
1/19/02,2002,Do U Wanna Roll (Dolittle Theme),do u wanna roll,"r.l., snoop dogg",rl,84,98,16,100,-2,spotify:track:1LTAztvz5NpyAwbGlVZTDr,1LTAztvz5NpyAwbGlVZTDr,,"[u'aussietronica', u'bass trap', u'brostep', u'edm', u'electro house', u'electronic trap', u'moombahton', u'vapor twitch']",[u'vapor twitch'],edm,RL : ements,spotify:album:7h5PkWYtTBV56XluHMQ1eQ,14,album,1/14/02
1/19/02,2002,I'm A Slave 4 U,i'm a slave 4 u,britney spears,britney spears,27,88,14,89,-1,https://embed.spotify.com/?uri=spotify:track:5xuu2VJq5QaMO7gLHiI8PZ,5xuu2VJq5QaMO7gLHiI8PZ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USZM20500084,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'r&b']",[u'r&b'],r&b,Britney (Digital Deluxe Version),spotify:album:5ax3GTsfX5uCUaNgnJsSG5,15,album,2001
1/12/02,2002,The Star Spangled Banner,the star spangled banner,whitney houston,whitney houston,6,80,27,97,-17,https://embed.spotify.com/?uri=spotify:track:3F7ZB57jdi0ElIc8K8UiIt,3F7ZB57jdi0ElIc8K8UiIt,,"[u'dance pop', u'pop', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,Whitney Houston Live: Her Greatest Performances,spotify:album:36ofDpRRmMmSVVmsynRAs0,16,album,11/7/14
1/12/02,2002,Everywhere,everywhere,michelle branch,michelle branch,12,64,20,63,1,https://embed.spotify.com/?uri=spotify:track:78NSG3Hy7IV8er5qEo9BUU,78NSG3Hy7IV8er5qEo9BUU,,"[u'candy pop', u'dance pop', u'folk-pop', u'lilith', u'neo mellow', u'pop', u'pop rock', u'post-teen pop']",[u'post-teen pop'],rock,The Spirit Room (U.S. Version),spotify:album:1agL7TUoZXr0Xd4Irievqi,11,album,7/31/01
1/12/02,2002,Ugly,ugly,bubba sparxxx,bubba sparxxx,15,90,20,89,1,https://embed.spotify.com/?uri=spotify:track:3NOq1Gpiy4KwDni8NhOmHQ,3NOq1Gpiy4KwDni8NhOmHQ,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USIV20110033,"[u'dirty south rap', u'pop rap', u'redneck', u'southern hip hop']",[u'southern hip hop'],rap,"Dark Days, Bright Nights",spotify:album:2Vf1dnpsBd9Nyd0cQ0P5bt,18,album,1/1/01
1/12/02,2002,Never Too Far/Hero Medley,never too far/hero medley,mariah carey,mariah carey,92,92,3,100,-8,spotify:track:6Yy8ujGSprmqMoYmi2xKxS,6Yy8ujGSprmqMoYmi2xKxS,,"[u'dance pop', u'hip pop', u'pop', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,Mariah Carey - Vol.1 - Karaoke,spotify:album:25Z1YgSoR16Cih7CJ3KvrC,12,album,3/22/05
1/5/02,2002,AM To PM,am to pm,christina milian,christina milian,27,82,20,73,9,spotify:track:1rLiiGdq1fS9JCdblYVunZ,1rLiiGdq1fS9JCdblYVunZ,,"[u'dance pop', u'europop', u'hip pop', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,AM-PM - A Tribute to Christina Milian,spotify:album:6wqdfXGCqygXNVDjCJm0MP,3,single,7/31/13
1/5/02,2002,God Bless America,god bless america,daniel rodriguez,daniel rodriguez,99,99,2,100,-1,spotify:track:075DlN1s3ii0KiN9MIXDjW,075DlN1s3ii0KiN9MIXDjW,,[],[],unknown,The Spirit Of America,spotify:album:1b4W9bwMvPk5NHakDA0lP3,12,album,2/12/02
1/5/02,2002,Smooth Criminal,smooth criminal,alien ant farm,alien ant farm,23,79,20,83,-4,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,5z6xHjCZr7a7AIcy8sPBKy,,"[u'alternative metal', u'funk metal', u'nu metal', u'pop punk', u'pop rock', u'post-grunge', u'rap metal', u'rap rock']",[u'rap rock'],rap,Anthology,spotify:album:5klPnHQ5dy6Qm2Ul7h1lp5,13,album,1/1/01
1/5/02,2002,Where I Come From,where i come from,alan jackson,alan jackson,34,83,20,94,-11,spotify:track:6ej1QJ8eIYmhsyTlvgDajy,6ej1QJ8eIYmhsyTlvgDajy,,"[u'contemporary country', u'country', u'country road']",[u'country road'],country,34 Number Ones,spotify:album:26w8J2SKCxa80Bwq6G8ctN,37,compilation,11/19/10
12/29/01,2001,Angry All The Time,angry all the time,tim mcgraw,tim mcgraw,38,79,20,87,-8,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,75ZvA4QfFiZvzhj2xkaWAh,,"[u'contemporary country', u'country', u'country road']",[u'country road'],country,unknown,unknown,unknown,unknown,unknown
12/29/01,2001,Feelin' On Yo Booty,feelin' on yo booty,r. kelly,r kelly,36,92,19,92,0,spotify:track:7cFQFr1VpkSp3BTIn7X719,7cFQFr1VpkSp3BTIn7X719,,[],[],unknown,TP-2.com,spotify:album:6wQNHLyPfngt7Yk7g2cw2u,19,album,2000
12/29/01,2001,Raise Up,raise up,petey pablo,petey pablo,25,45,21,50,-5,spotify:track:02GwPAncasVL82yC7y2hmN,02GwPAncasVL82yC7y2hmN,,"[u'crunk', u'dirty south rap', u'gangster rap', u'hip pop', u'pop rap', u'southern hip hop']",[u'southern hip hop'],rap,Diary of a Sinner: 1st Entry,spotify:album:5HRSHdifYk7QXStjKB0SJZ,18,album,2001
12/29/01,2001,What If,what if,babyface,babyface,80,98,15,97,1,spotify:track:4AFhkn04YASMuvUxVMJKmW,4AFhkn04YASMuvUxVMJKmW,,"[u'dance pop', u'neo soul', u'new jack swing', u'quiet storm', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,Face 2 Face,spotify:album:31EfLOgVsfPS4oZGBVlLRB,14,album,9/11/01
12/29/01,2001,Who We Be,who we be,dmx,dmx,60,89,12,100,-11,spotify:track:5v1SSuJCyPHJv9ylVK3LBL,5v1SSuJCyPHJv9ylVK3LBL,,"[u'dirty south rap', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",[u'southern hip hop'],rap,The Best Of DMX,spotify:album:5I7EYZ1edjUbfyY5WR3l9X,21,compilation,1/1/10
12/22/01,2001,Crawling,crawling,linkin park,linkin park,79,93,20,94,-1,spotify:track:57BrRMwf9LrcmuOsyGilwr,57BrRMwf9LrcmuOsyGilwr,,"[u'alternative metal', u'nu metal', u'post-grunge', u'rap metal']",[u'rap metal'],rap,Hybrid Theory (Bonus Track Version),spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,15,album,10/24/00
12/22/01,2001,Diddy,diddy,p. diddy,p diddy,66,86,9,95,-9,spotify:track:4INDiWSKvqSKDEu7mh8HFz,4INDiWSKvqSKDEu7mh8HFz,,"[u'dance pop', u'dirty south rap', u'east coast hip hop', u'hip hop', u'hip pop', u'pop rap', u'r&b', u'rap']",[u'rap'],r&b,Life After Death (Remastered Edition),spotify:album:7dRdaGSxgcBdJnrOviQRuB,12,album,3/4/97
12/22/01,2001,Every Other Time,every other time,lfo,lfo,44,94,18,99,-5,spotify:track:3uD4aRM8QoEAAhwpOke7QU,3uD4aRM8QoEAAhwpOke7QU,,[u'boy band'],[u'boy band'],pop,Life Is Good,spotify:album:05vTTb5QIlT5JsDRdJgQSK,15,album,6/26/01
12/22/01,2001,Fat Lip,fat lip,sum 41,sum 41,66,96,12,100,-4,spotify:track:4KacUpvbA3Mfo05gttTjhN,4KacUpvbA3Mfo05gttTjhN,,"[u'alternative metal', u'canadian punk', u'modern rock', u'nu metal', u'pop punk', u'post-grunge', u'punk']",[u'punk'],rock,"All Killer, No Filler",spotify:album:2UCWsnmZEVg9HhnMeKTsim,13,album,1/1/01
12/22/01,2001,Freedom,freedom,paul mccartney,paul mccartney,97,97,2,97,0,spotify:track:1J3UaZHMc5FooGjz2JUWzs,1J3UaZHMc5FooGjz2JUWzs,,"[u'album rock', u'art rock', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'roots rock', u'soft rock']",[u'soft rock'],rock,Back In The U.S.,spotify:album:0PoRrBKXrrsRTE4tyq45Xz,35,compilation,5/17/03
12/22/01,2001,Hit 'Em Up Style (Oops!),hit 'em up style,blu cantrell,blu cantrell,2,41,34,46,-5,spotify:track:4zYTZvtcww7OWKie7fxA9E,4zYTZvtcww7OWKie7fxA9E,,"[u'hip pop', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,So Blu,spotify:album:3EIwRVOXjqWAxVLt7raduU,13,album,1/18/01
12/15/01,2001,Angels In Waiting,angels in waiting,tammy cochran,tammy cochran,73,100,11,100,0,spotify:track:74h3Wdt3mkmA9GX3qqkkbH,74h3Wdt3mkmA9GX3qqkkbH,,"[u'contemporary country', u'country dawn']",[u'country dawn'],country,Tammy Cochran,spotify:album:4noIZ4Qry1TyTCKaAkYs4W,10,album,5/1/01
12/15/01,2001,Be Like That,be like that,3 doors down,3 doors down,24,40,21,49,-9,spotify:track:3PbHle8KhJp6GuO1jLdEmQ,3PbHle8KhJp6GuO1jLdEmQ,,"[u'alternative metal', u'nu metal', u'pop punk', u'pop rock', u'post-grunge', u'rap metal']",[u'rap metal'],rap,The Better Life,spotify:album:5gO2acKSOaJnP0Mcy8IpU6,11,album,2000
12/15/01,2001,I Would've Loved You Anyway,i would've loved you anyway,trisha yearwood,trisha yearwood,44,93,20,91,2,spotify:track:5ypO2aV9FHp4WulbTXepBx,5ypO2aV9FHp4WulbTXepBx,,"[u'contemporary country', u'country', u'country dawn', u'country road']",[u'country road'],country,Greatest Hits,spotify:album:2p6Kod7VSlWtuQG5N6K2qF,17,compilation,1/1/07
12/15/01,2001,Where The Party At,where the party at,jagged edge,jagged edge,3,37,29,46,-9,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,5mNV8Mz59bzyuQ53gTw0c0,,"[u'dance pop', u'hip hop', u'hip pop', u'neo soul', u'new jack swing', u'pop rap', u'quiet storm', u'r&b', u'southern hip hop', u'urban contemporary']",[u'urban contemporary'],r&b,Jagged Little Thrill,spotify:album:2LFRjzwf61Y7CIl54Kiq8j,14,album,7/3/01
12/8/01,2001,Bad Day,bad day,fuel,fuel,64,97,20,99,-2,spotify:track:4Tjtydj98uNQ9MwKtEybnT,4Tjtydj98uNQ9MwKtEybnT,,"[u'alternative metal', u'alternative rock', u'nu metal', u'pop rock', u'post-grunge', u'rap metal', u'rap rock', u'rock']",[u'rock'],rap,The Best of Fuel,spotify:album:5CmgNXCwdGuqn6EPzfb4Tq,11,compilation,2005
12/8/01,2001,Fill Me In,fill me in,craig david,craig david,15,32,27,47,-15,spotify:track:0UzsDmdpw0Q14KU4hieQss,0UzsDmdpw0Q14KU4hieQss,,"[u'dance pop', u'pop', u'r&b', u'tropical house', u'urban contemporary']",[u'urban contemporary'],r&b,Born to Do It,spotify:album:5TedEgCbtmvDnXzUtXEFJY,12,album,2001
12/8/01,2001,Izzo (H.O.V.A.),izzo,jay-z,jay-z,8,51,20,65,-14,spotify:track:39sUeHQoIGY6BEIcgTMRXW,39sUeHQoIGY6BEIcgTMRXW,,"[u'bulgarian hip hop', u'east coast hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap']",[u'rap'],rap,Collision Course (Deluxe Version),spotify:album:5NH94cATqx5fjBE794xZLy,6,single,11/30/04
12/8/01,2001,Let Me Blow Ya Mind,let me blow ya mind,eve,eve,2,44,33,44,0,spotify:track:3RmKpob8xzv1pzHEQrMJah,3RmKpob8xzv1pzHEQrMJah,,"[u'dance pop', u'hip hop', u'hip pop', u'pop rap', u'r&b', u'rap', u'urban contemporary']",[u'urban contemporary'],r&b,Scorpion,spotify:album:6ZWL1xSTEvqs5A6dBh8vZw,16,album,1/1/01
12/8/01,2001,On A Night Like This,on a night like this,trick pony,trick pony,47,68,20,78,-10,spotify:track:6WqVl5Fu0AHpygAgU3j1Yv,6WqVl5Fu0AHpygAgU3j1Yv,,"[u'contemporary country', u'country', u'country dawn', u'country road']",[u'country road'],country,The Best Of Trick Pony,spotify:album:6FKmJ2CGX9SzziWgAPzRKW,10,compilation,4/13/09
12/8/01,2001,Take You Out,take you out,luther vandross,luther vandross,26,0,17,95,Re-Entry,spotify:track:650M98AP1WgRo1jJ0snmoI,650M98AP1WgRo1jJ0snmoI,,"[u'disco', u'funk', u'motown', u'neo soul', u'new jack swing', u'quiet storm', u'r&b', u'soul', u'urban contemporary']",[u'urban contemporary'],r&b,Luther Vandross,spotify:album:2YPEpjWlezCbj9jizr6ZeS,14,album,6/18/01
12/8/01,2001,What's Going On,what's going on,all star tribute,all star tribute,27,95,10,94,1,spotify:track:6bXBygPgj3hXblaoYNc8L4,6bXBygPgj3hXblaoYNc8L4,,[u'fake'],[u'fake'],unknown,What's Going On,spotify:album:4O1jX2AatctnsvoYWuiGP6,9,single,10/25/01
12/1/01,2001,Can't Deny It,can't deny it,fabolous,fabolous,25,51,20,59,-8,spotify:track:7K4Aq4awgYvDKEJdEvvl4j,7K4Aq4awgYvDKEJdEvvl4j,,"[u'dance pop', u'dirty south rap', u'gangster rap', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop rap', u'r&b', u'rap', u'trap music', u'urban contemporary']",[u'urban contemporary'],r&b,Ghetto Fabolous,spotify:album:6hl66Nlqoeppdm0dRpYA02,16,album,2001
12/1/01,2001,I'm A Believer,i'm a believer,smash mouth,smash mouth,25,93,20,92,1,spotify:track:1RC5Mb0VhnlhnMlFDnrvE0,1RC5Mb0VhnlhnMlFDnrvE0,,"[u'alternative rock', u'pop punk', u'pop rock', u'post-grunge']",[u'post-grunge'],rock,Smash Mouth,spotify:album:0E0q3hPeALlDvoDvYztYeH,13,album,1/1/01
12/1/01,2001,I'm A Thug,i'm a thug,trick daddy,trick daddy,17,85,20,88,-3,spotify:track:6j2aNuhJJUnRj6UHcvn5PI,6j2aNuhJJUnRj6UHcvn5PI,,"[u'crunk', u'dirty south rap', u'gangster rap', u'hip hop', u'hip pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,THUGS ARE US,spotify:album:2oJxBPqylFpSb60hOJ4DcH,18,album,3/20/01
12/1/01,2001,One Minute Man,one minute man,missy misdemeanor elliott,missy  elliott,15,43,21,46,-3,spotify:track:0jG92AlXau21qgCQRxGLic,0jG92AlXau21qgCQRxGLic,,"[u'dance pop', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,Miss E...So Addictive,spotify:album:20t54K6C80QQH7vbcpfJcP,18,album,5/14/01
12/1/01,2001,Only In America,only in america,brooks,brooks,33,50,20,53,-3,spotify:track:3e41nkMyqcAwaQCXJVj87G,3e41nkMyqcAwaQCXJVj87G,,"[u'big room', u'deep big room', u'edm', u'electro house', u'house']",[u'house'],edm,#1s ... and then some,spotify:album:1ZXM9jY3Bsg12KXgwftBrO,30,compilation,9/3/09
11/24/01,2001,Ballin' Out Of Control,ballin' out of control,jermaine dupri,jermaine dupri,95,0,5,98,Re-Entry,spotify:track:65EZ286Mq5YZDPm1PF0JC5,65EZ286Mq5YZDPm1PF0JC5,,"[u'dirty south rap', u'hip hop', u'hip pop', u'pop rap', u'rap', u'southern hip hop']",[u'southern hip hop'],rap,Instructions (Explicit Version),spotify:album:3ssplToLM7k3pX7wCyMSht,20,album,10/30/01
11/24/01,2001,Castles In The Sky,castles in the sky,ian van dahl,ian van dahl,91,0,10,99,Re-Entry,spotify:track:1AyMm0UfxY4eKHdRvZxdHB,1AyMm0UfxY4eKHdRvZxdHB,,"[u'bubble trance', u'eurodance']",[u'eurodance'],unknown,Castles In The Sky,spotify:album:07XQCT3I5AU3XPQzYOcPbQ,7,album,1/9/01
11/24/01,2001,U Remind Me,u remind me,usher,usher,1,35,24,44,-9,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,2QsZVnbWVSjKMXK6K3uRBL,,"[u'dance pop', u'pop', u'pop rap', u'r&b', u'urban contemporary']",[u'urban contemporary'],r&b,8701,spotify:album:6k16WXh4rKyusIoN00rmpi,15,album,1/1/01
11/17/01,2001,Contagious,contagious,the isley brothers,the isley brothers,19,91,19,100,-9,spotify:track:7HjJQunSPwkXXVnGeItUEH,7HjJQunSPwkXXVnGeItUEH,,"[u'classic soul', u'disco', u'funk', u'motown', u'quiet storm', u'soul', u'southern soul']",[u'southern soul'],unknown,Eternal,spotify:album:0UnGCxrpGCUQOqsQ4h6BP9,14,album,1/1/01
11/17/01,2001,Set It Off,set it off,juvenile,juvenile,65,98,15,98,0,spotify:track:44LFap7VrB4356vfbQOZHg,44LFap7VrB4356vfbQOZHg,,"[u'bounce', u'crunk', u'deep southern trap', u'dirty south rap', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",[u'trap music'],rap,Project English,spotify:album:6XWF6iUztcDP7yVBGpsGvb,16,album,1/1/01
11/17/01,2001,The Way,the way,jill scott,jill scott,60,86,20,88,-2,spotify:track:49aUxrufliNDGj7MTm7pNU,49aUxrufliNDGj7MTm7pNU,,"[u'funk', u'hip hop', u'hip pop', u'indie r&b', u'neo soul', u'quiet storm', u'r&b', u'soul', u'urban contemporary']",[u'urban contemporary'],r&b,"Who Is Jill Scott? - Words and Sounds, Vol. 1",spotify:album:620y2xi6SkUb6IZlnnWxuG,19,album,7/18/00
11/17/01,2001,When God-Fearin' Women Get The Blues,when god-fearin' women get the blues,martina mcbride,martina mcbride,64,82,10,99,-17,spotify:track:78Pl98qYK16Egcle5fMx0G,78Pl98qYK16Egcle5fMx0G,,"[u'contemporary country', u'country', u'country dawn', u'country road']",[u'country road'],country,The Essential Martina McBride,spotify:album:0HiQVsQdNpLarQJN3RgOhU,40,compilation,10/23/12
11/10/01,2001,Drive,drive,incubus,incubus,9,50,39,48,2,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,7nnWIPM5hwE3DaUBkvOIpy,,"[u'alternative metal', u'alternative rock', u'funk metal', u'modern rock', u'nu metal', u'pop rock', u'post-grunge', u'rap metal', u'rap rock', u'rock']",[u'rock'],rap,Make Yourself,spotify:album:2i6nd4FV6y7K9fln6eelmR,13,album,10/26/99
11/10/01,2001,I'll Fly With You (L'amour Toujours),i'll fly with you,gigi d'agostino,gigi d'agostino,78,0,13,96,Re-Entry,spotify:track:7c2TBH1m3YYG45Lxat0ebM,7c2TBH1m3YYG45Lxat0ebM,,"[u'eurodance', u'europop', u'italo dance']",[u'italo dance'],pop,"Power up 2000's, Vol. 2",spotify:album:0vlkJT7l0tsjGVYLk2bVW7,12,compilation,4/30/17
